Date,Expiry,Strike Price,Close
06-Jan-2025,27-Mar-2025,1100.0,151.15
06-Jan-2025,27-Mar-2025,1340.0,23.00
06-Jan-2025,27-Mar-2025,1080.0,167.25
06-Jan-2025,27-Mar-2025,1320.0,33.05
06-Jan-2025,27-Mar-2025,1200.0,76.00
06-Jan-2025,27-Mar-2025,1440.0,12.20
06-Jan-2025,27-Mar-2025,1300.0,27.80
06-Jan-2025,27-Mar-2025,1040.0,201.40
06-Jan-2025,27-Mar-2025,1180.0,94.95
06-Jan-2025,27-Mar-2025,1000.0,237.65
06-Jan-2025,27-Mar-2025,1400.0,9.45
06-Jan-2025,27-Mar-2025,1280.0,46.15
06-Jan-2025,27-Mar-2025,1160.0,107.60
06-Jan-2025,27-Feb-2025,1320.0,11.95
06-Jan-2025,27-Feb-2025,1180.0,117.00
06-Jan-2025,27-Feb-2025,1480.0,2.05
06-Jan-2025,27-Feb-2025,1310.0,17.25
06-Jan-2025,27-Feb-2025,1170.0,87.65
06-Jan-2025,27-Feb-2025,1460.0,2.55
06-Jan-2025,27-Feb-2025,1300.0,15.95
06-Jan-2025,27-Feb-2025,1440.0,2.60
06-Jan-2025,27-Feb-2025,1290.0,18.10
06-Jan-2025,27-Feb-2025,1160.0,95.80
06-Jan-2025,27-Feb-2025,1280.0,21.05
06-Jan-2025,27-Feb-2025,1150.0,101.35
06-Jan-2025,27-Feb-2025,1420.0,3.65
06-Jan-2025,27-Feb-2025,1140.0,165.40
06-Jan-2025,27-Feb-2025,1270.0,23.80
06-Jan-2025,27-Feb-2025,1130.0,116.05
06-Jan-2025,27-Feb-2025,1400.0,4.65
06-Jan-2025,27-Feb-2025,1260.0,28.35
06-Jan-2025,27-Feb-2025,1120.0,170.00
06-Jan-2025,27-Feb-2025,1250.0,31.95
06-Jan-2025,27-Feb-2025,1110.0,131.75
06-Jan-2025,27-Feb-2025,1380.0,5.70
06-Jan-2025,27-Feb-2025,1240.0,36.70
06-Jan-2025,27-Feb-2025,1100.0,135.00
06-Jan-2025,27-Feb-2025,1230.0,41.00
06-Jan-2025,27-Feb-2025,1090.0,148.30
06-Jan-2025,27-Feb-2025,1370.0,12.10
06-Jan-2025,27-Feb-2025,1360.0,6.95
06-Jan-2025,27-Feb-2025,1220.0,46.85
06-Jan-2025,27-Feb-2025,1080.0,216.25
06-Jan-2025,27-Feb-2025,1060.0,234.25
06-Jan-2025,27-Feb-2025,1350.0,7.90
06-Jan-2025,27-Feb-2025,1340.0,8.95
06-Jan-2025,27-Feb-2025,1210.0,54.15
06-Jan-2025,27-Feb-2025,1040.0,252.60
06-Jan-2025,27-Feb-2025,1200.0,58.85
06-Jan-2025,27-Feb-2025,1020.0,238.50
06-Jan-2025,27-Feb-2025,1520.0,1.45
06-Jan-2025,27-Feb-2025,1330.0,16.20
06-Jan-2025,27-Feb-2025,1190.0,67.90
06-Jan-2025,30-Jan-2025,1060.0,292.85
06-Jan-2025,30-Jan-2025,1040.0,181.00
06-Jan-2025,30-Jan-2025,1020.0,331.15
06-Jan-2025,30-Jan-2025,1000.0,225.00
06-Jan-2025,30-Jan-2025,1090.0,198.10
06-Jan-2025,30-Jan-2025,1080.0,274.00
06-Jan-2025,30-Jan-2025,1270.0,9.55
06-Jan-2025,30-Jan-2025,1260.0,12.05
06-Jan-2025,30-Jan-2025,1480.0,0.45
06-Jan-2025,30-Jan-2025,1460.0,0.50
06-Jan-2025,30-Jan-2025,1250.0,15.05
06-Jan-2025,30-Jan-2025,1440.0,0.55
06-Jan-2025,30-Jan-2025,1430.0,0.65
06-Jan-2025,30-Jan-2025,1240.0,18.60
06-Jan-2025,30-Jan-2025,1230.0,23.30
06-Jan-2025,30-Jan-2025,1420.0,0.65
06-Jan-2025,30-Jan-2025,1410.0,0.80
06-Jan-2025,30-Jan-2025,1220.0,28.40
06-Jan-2025,30-Jan-2025,1400.0,0.85
06-Jan-2025,30-Jan-2025,1210.0,33.95
06-Jan-2025,30-Jan-2025,1200.0,40.95
06-Jan-2025,30-Jan-2025,1390.0,1.00
06-Jan-2025,30-Jan-2025,1380.0,1.10
06-Jan-2025,30-Jan-2025,1190.0,48.05
06-Jan-2025,30-Jan-2025,1180.0,55.70
06-Jan-2025,30-Jan-2025,1370.0,1.20
06-Jan-2025,30-Jan-2025,1360.0,1.35
06-Jan-2025,30-Jan-2025,1170.0,63.55
06-Jan-2025,30-Jan-2025,1350.0,1.75
06-Jan-2025,30-Jan-2025,1160.0,72.00
06-Jan-2025,30-Jan-2025,1150.0,80.30
06-Jan-2025,30-Jan-2025,1340.0,2.05
06-Jan-2025,30-Jan-2025,1330.0,2.50
06-Jan-2025,30-Jan-2025,1140.0,107.50
06-Jan-2025,30-Jan-2025,1130.0,115.05
06-Jan-2025,30-Jan-2025,1320.0,3.15
06-Jan-2025,30-Jan-2025,1310.0,4.00
06-Jan-2025,30-Jan-2025,1120.0,117.30
06-Jan-2025,30-Jan-2025,1110.0,114.05
06-Jan-2025,30-Jan-2025,1300.0,5.05
06-Jan-2025,30-Jan-2025,1100.0,126.40
06-Jan-2025,30-Jan-2025,1520.0,0.35
06-Jan-2025,30-Jan-2025,1500.0,0.30
06-Jan-2025,30-Jan-2025,1290.0,6.15
06-Jan-2025,30-Jan-2025,1280.0,7.65
07-Jan-2025,27-Feb-2025,1250.0,40.30
07-Jan-2025,27-Feb-2025,1110.0,131.75
07-Jan-2025,27-Feb-2025,1380.0,6.30
07-Jan-2025,27-Feb-2025,1240.0,45.70
07-Jan-2025,27-Feb-2025,1100.0,135.00
07-Jan-2025,27-Feb-2025,1230.0,50.00
07-Jan-2025,27-Feb-2025,1090.0,148.30
07-Jan-2025,27-Feb-2025,1370.0,12.10
07-Jan-2025,27-Feb-2025,1360.0,8.00
07-Jan-2025,27-Feb-2025,1080.0,216.25
07-Jan-2025,27-Feb-2025,1060.0,234.25
07-Jan-2025,27-Feb-2025,1350.0,9.40
07-Jan-2025,27-Feb-2025,1220.0,57.40
07-Jan-2025,27-Feb-2025,1210.0,64.00
07-Jan-2025,27-Feb-2025,1040.0,252.60
07-Jan-2025,27-Feb-2025,1340.0,10.90
07-Jan-2025,27-Feb-2025,1200.0,71.25
07-Jan-2025,27-Feb-2025,1020.0,238.50
07-Jan-2025,27-Feb-2025,1330.0,13.05
07-Jan-2025,27-Feb-2025,1190.0,67.90
07-Jan-2025,30-Jan-2025,1060.0,292.85
07-Jan-2025,30-Jan-2025,1040.0,181.00
07-Jan-2025,30-Jan-2025,1020.0,225.00
07-Jan-2025,30-Jan-2025,1090.0,198.10
07-Jan-2025,30-Jan-2025,1080.0,274.00
07-Jan-2025,30-Jan-2025,1270.0,14.20
07-Jan-2025,30-Jan-2025,1460.0,0.50
07-Jan-2025,30-Jan-2025,1260.0,17.85
07-Jan-2025,30-Jan-2025,1250.0,22.20
07-Jan-2025,30-Jan-2025,1440.0,0.60
07-Jan-2025,30-Jan-2025,1430.0,0.75
07-Jan-2025,30-Jan-2025,1240.0,27.25
07-Jan-2025,30-Jan-2025,1230.0,33.45
07-Jan-2025,30-Jan-2025,1420.0,0.75
07-Jan-2025,30-Jan-2025,1410.0,0.90
07-Jan-2025,30-Jan-2025,1220.0,39.70
07-Jan-2025,30-Jan-2025,1400.0,1.00
07-Jan-2025,30-Jan-2025,1210.0,46.80
07-Jan-2025,30-Jan-2025,1200.0,54.55
07-Jan-2025,30-Jan-2025,1390.0,1.10
07-Jan-2025,30-Jan-2025,1380.0,1.25
07-Jan-2025,30-Jan-2025,1190.0,62.50
07-Jan-2025,30-Jan-2025,1370.0,1.40
07-Jan-2025,30-Jan-2025,1360.0,1.70
07-Jan-2025,30-Jan-2025,1180.0,70.60
07-Jan-2025,30-Jan-2025,1170.0,79.20
07-Jan-2025,30-Jan-2025,1350.0,2.15
07-Jan-2025,30-Jan-2025,1160.0,88.10
07-Jan-2025,30-Jan-2025,1150.0,97.85
07-Jan-2025,30-Jan-2025,1340.0,2.55
07-Jan-2025,30-Jan-2025,1330.0,3.15
07-Jan-2025,30-Jan-2025,1140.0,107.50
07-Jan-2025,30-Jan-2025,1320.0,4.05
07-Jan-2025,30-Jan-2025,1130.0,115.05
07-Jan-2025,30-Jan-2025,1120.0,117.30
07-Jan-2025,30-Jan-2025,1310.0,5.30
07-Jan-2025,30-Jan-2025,1300.0,6.85
07-Jan-2025,30-Jan-2025,1110.0,114.05
07-Jan-2025,30-Jan-2025,1100.0,146.00
07-Jan-2025,30-Jan-2025,1520.0,0.35
07-Jan-2025,30-Jan-2025,1500.0,0.30
07-Jan-2025,30-Jan-2025,1480.0,0.45
07-Jan-2025,30-Jan-2025,1290.0,8.75
07-Jan-2025,30-Jan-2025,1280.0,11.20
07-Jan-2025,30-Jan-2025,1000.0,225.00
07-Jan-2025,27-Mar-2025,1380.0,19.20
07-Jan-2025,27-Mar-2025,1260.0,49.90
07-Jan-2025,27-Mar-2025,1140.0,121.30
07-Jan-2025,27-Mar-2025,1120.0,135.80
07-Jan-2025,27-Mar-2025,1360.0,23.20
07-Jan-2025,27-Mar-2025,1240.0,62.75
07-Jan-2025,27-Mar-2025,1220.0,72.50
07-Jan-2025,27-Mar-2025,1100.0,151.15
07-Jan-2025,27-Mar-2025,1340.0,23.00
07-Jan-2025,27-Mar-2025,1080.0,167.25
07-Jan-2025,27-Mar-2025,1320.0,33.05
07-Jan-2025,27-Mar-2025,1200.0,85.50
07-Jan-2025,27-Mar-2025,1440.0,14.00
07-Jan-2025,27-Mar-2025,1300.0,32.30
07-Jan-2025,27-Mar-2025,1040.0,201.40
07-Jan-2025,27-Mar-2025,1180.0,94.95
07-Jan-2025,27-Mar-2025,1000.0,237.65
07-Jan-2025,27-Mar-2025,1400.0,10.40
07-Jan-2025,27-Mar-2025,1280.0,46.15
07-Jan-2025,27-Mar-2025,1160.0,107.60
07-Jan-2025,27-Feb-2025,1520.0,1.55
07-Jan-2025,27-Feb-2025,1320.0,14.75
07-Jan-2025,27-Feb-2025,1180.0,117.00
07-Jan-2025,27-Feb-2025,1310.0,17.20
07-Jan-2025,27-Feb-2025,1170.0,87.65
07-Jan-2025,27-Feb-2025,1480.0,2.05
07-Jan-2025,27-Feb-2025,1460.0,2.50
07-Jan-2025,27-Feb-2025,1300.0,20.15
07-Jan-2025,27-Feb-2025,1160.0,95.80
07-Jan-2025,27-Feb-2025,1290.0,23.45
07-Jan-2025,27-Feb-2025,1440.0,3.15
07-Jan-2025,27-Feb-2025,1150.0,101.35
07-Jan-2025,27-Feb-2025,1420.0,3.75
07-Jan-2025,27-Feb-2025,1280.0,26.75
07-Jan-2025,27-Feb-2025,1140.0,165.40
07-Jan-2025,27-Feb-2025,1270.0,31.55
07-Jan-2025,27-Feb-2025,1130.0,116.05
07-Jan-2025,27-Feb-2025,1400.0,5.10
07-Jan-2025,27-Feb-2025,1260.0,35.60
07-Jan-2025,27-Feb-2025,1120.0,170.00
08-Jan-2025,27-Feb-2025,1110.0,131.75
08-Jan-2025,27-Feb-2025,1250.0,54.45
08-Jan-2025,27-Feb-2025,1380.0,9.10
